 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA;
11729439;"10 de la AEPE";"";"1";"1";"L,M,X,J,V";"15/8/2022;";"2022-07-19 00:00:00.0";"2022-09-28 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f79071be68d1810VgnVCM2000001f4a900aRCRD";"Retiro es libro";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c415e7f49e960810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b44d7516db16c610VgnVCM2000001f4a900aRCRD";"Sala de Exposiciones Maruja Mallo (Retiro)";"1";"PLAZA";"DAOIZ Y VELARDE";"2";"RETIRO";"PACIFICO";"28007";"442527";"4472618";"40.402190438836826";"-3.6772826298329093";"/contenido/actividades/Exposiciones";"";
11730678;"1917";"";"1";"0";"";"";"2022-09-10 00:00:00.0";"2022-09-10 23:59:00.0";"22:00";"Título original: 1917Año: 2019Duración: 119 min.País: Reino UnidoDirector: Sam MendesReparto: George MacKay, Dean-Charles Chapman, Mark Strong, Richard Madden, Benedict Cumberbatch,Género: Bélico. Drama | I Guerra Mundial Edad recomendada: Película no recomendada para menores de 12 años. Sinopsis: En lo más crudo de la Primera Guerra Mundial, dos jóvenes soldados británicos, Schofield (George MacKay) y Blake (Dean-Charles Chapman) reciben una misión aparentemente imposible. En una carrera contrarreloj, deberán atravesar el territorio enemigo para entregar un mensaje que evitará un mortífero ataque contra cientos de soldados, entre ellos el propio hermano de Blake.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=01f00fba6cae1810VgnVCM1000001d4a900aRCRD";"Cine verano Distrito de Ciudad Lineal 2022";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f851ba84669a1810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c6237b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque del Calero";"1";"CALLE";"JOSE DEL HIERRO";"3";"CIUDAD LINEAL";"CONCEPCION";"28027";"444836";"4476387";"40.43629956289038";"-3.6504096146979457";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11718625;"1917 + Corto";"";"1";"0";"";"";"2022-09-02 00:00:00.0";"2022-09-02 23:59:00.0";"22:15";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e05670f387f81810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a395946be351c010VgnVCM2000000c205a0aRCRD";"Centro Cultural Auditorio Parque El Paraíso (San Blas - Canillejas)";"1";"AVENIDA";"ARCENTALES";"4";"SAN BLAS-CANILLEJAS";"HELLIN";"28037";"447225";"4475668";"40.42996840999023";"-3.622184001035289";"/contenido/actividades/CineActividadesAudiovisuales";"";
11713087;"38º Veranos de la Villa 2022.";"";"1";"1";"L,M,X,J,V,S,D";"";"2022-07-05 00:00:00.0";"2022-08-28 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=11a8455a40c61810VgnVCM1000001d4a900aRCRD";"38º Veranos de la Villa 2022";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=feb0589a1cb61810VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/CuentacuentosTiteresMarionetas";"";
11732939;"8ª Bienal Iberoamericana de Diseño";"";"0";"1";"L,M,X,J,V,S,D";"";"2022-07-04 00:00:00.0";"2022-08-07 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=590e686b02df1810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391054868587204";"-3.6958072892892155";"";"";
11691779;"92 Años no son nada";"";"1";"1";"L,M,X,J,V,S,D";"";"2022-06-01 00:00:00.0";"2022-09-01 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=74dce46e090f0810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9e73d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Francisco Fatou (Villa de Vallecas)";"1";"CALLE";"MANUEL VELEZ";"10";"VILLA DE VALLECAS";"CASCO H.VALLECAS";"28031";"447107";"4470075";"40.379584618162156";"-3.623110349262379";"/contenido/actividades/Exposiciones";"";
11710088;"A todo tren destino Asturias";"";"1";"0";"";"";"2022-09-02 00:00:00.0";"2022-09-02 23:59:00.0";"22:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4196f43edb51810VgnVCM1000001d4a900aRCRD";"Cine de verano en Salamanca";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7657ffd08e651810VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/CineActividadesAudiovisuales";"";
11722959;"A todo tren destino Asturias";"";"1";"0";"";"";"2022-08-19 00:00:00.0";"2022-08-19 23:59:00.0";"22:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2607c709fa9a1810VgnVCM1000001d4a900aRCRD";"Cine de verano en Barajas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=45df70f387f81810VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/CineActividadesAudiovisuales";"";
11433465;"A todo tren destino Asturias";"";"1";"0";"";"";"2022-08-26 00:00:00.0";"2022-08-26 23:59:00.0";"22:00";"Cine español  Cuando Ricardo, padre responsable volcado en su hijo, decide llevarle a un campamento en Asturias en tren nocturno, algunos padres proponen que sea él quien lleve a varios de sus hijos. Sin embargo, no cuentan que en el último minuto le acompañe Felipe, abuelo de dos de los niños, un tipo extravagante e irresponsable. Edad recomendada: Apta para todos los públicos";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=adccf0a4ee58a710VgnVCM2000001f4a900aRCRD";"Cine de verano. Las Tablas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=baca5670a5394610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=351ad959ea5d0310VgnVCM1000000b205a0aRCRD";"Aula de Ecología El Palomar de las Tablas";"0";"CALLE";"CAPISCOL";"5";"FUENCARRAL-EL PARDO";"VALVERDE";"28050";"442855";"4484583";"40.50811764218944";"-3.675782908871657";"/contenido/actividades/ActividadesCalleArteUrbano";"";
11712572;"A todo tren destino Asturias (2021)";"";"1";"0";"";"";"2022-08-06 00:00:00.0";"2022-08-06 23:59:00.0";"22:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a1d3f1b5f1761810VgnVCM1000001d4a900aRCRD";"Cine de verano de Vicálvaro";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a23f1b5f1761810VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/CineActividadesAudiovisuales";"";
11715385;"A todo tren! destino Asturias + animación";"";"1";"0";"";"";"2022-07-30 00:00:00.0";"2022-07-30 23:59:00.0";"22:15";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=696aa926fff71810VgnVCM1000001d4a900aRCRD";"A todo tren! destino Asturias + animación";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2919a926fff71810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a395946be351c010VgnVCM2000000c205a0aRCRD";"Centro Cultural Auditorio Parque El Paraíso (San Blas - Canillejas)";"1";"AVENIDA";"ARCENTALES";"4";"SAN BLAS-CANILLEJAS";"HELLIN";"28037";"447225";"4475668";"40.42996840999023";"-3.622184001035289";"/contenido/actividades/CineActividadesAudiovisuales";"";
11671659;"Actividad familiar 'Idea y materia, Benlliure en El Retiro'";"";"1";"1";"S,D";"";"2022-04-30 00:00:00.0";"2022-11-27 23:59:00.0";"";"Sábados y domingos";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e0a612d36170810VgnVCM2000001f4a900aRCRD";"Actividad familiar 'Idea y materia, Benlliure en El Retiro'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f314272468560810VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ExcursionesItinerariosVisitas";"";
11723251;"Actuaciones musicales";"";"1";"1";"V";"5/8/2022;19/8/2022;";"2022-07-08 00:00:00.0";"2022-08-26 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fd6275697baa1810VgnVCM1000001d4a900aRCRD";"Verano en Tetuán";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d84bc0d11b581810VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesCalleArteUrbano";"";
11671435;"Actuación Flamenco Diapasón";"";"1";"0";"";"";"2022-07-30 00:00:00.0";"2022-07-30 23:59:00.0";"20:00";"A cargo de la Compañía Flamenco.com";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cdac4f3901070810VgnVCM2000001f4a900aRCRD";"Programación Musical al Aire Libre.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e27de45308fc510VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesCalleArteUrbano";"";
11718834;"Actuación Flamenco. Al son de los platillos";"";"1";"0";"";"";"2022-07-29 00:00:00.0";"2022-07-29 23:59:00.0";"20:00";"A cargo de la Compañía Novellón";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8c20809102091810VgnVCM1000001d4a900aRCRD";"Programación Musical al Aire Libre.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e27de45308fc510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e537b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque de la Vaguada";"0";"PASEO";"VAGUADA";"13";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439712";"4481297";"40.48016602497203";"-3.7112978051427574";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"";
11718806;"Actuación Flamenco. Mujeres del Sur";"";"1";"0";"";"";"2022-08-27 00:00:00.0";"2022-08-27 23:59:00.0";"19:00";"A cargo de la Compañía Azalea.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=421e809102091810VgnVCM1000001d4a900aRCRD";"Programación Musical al Aire Libre.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e27de45308fc510VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"";
11718842;"Actuación Flamenco. Sueños";"";"1";"0";"";"";"2022-08-26 00:00:00.0";"2022-08-26 23:59:00.0";"19:00";"A cargo de la Compañía Danza 10";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d641809102091810VgnVCM1000001d4a900aRCRD";"Programación Musical al Aire Libre.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e27de45308fc510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e537b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque de la Vaguada";"0";"PASEO";"VAGUADA";"13";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439712";"4481297";"40.48016602497203";"-3.7112978051427574";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"";
11728462;"Adam";"";"1";"0";"";"";"2022-07-24 00:00:00.0";"2022-07-24 23:59:00.0";"22:00";"Título original: AdamAño: 2019Duración: 98 min.País: MarruecosDirector: Maryam TouzaniReparto: Lubna Azabal, Nisrin Erradi, Douae Belkhaouda, Aziz Hattab, Hasnaa TamtaouiGénero: Drama | Amistad. Familia Edad recomendada: Película apta para todos los públicos. Sinopsis: Abla regenta una humilde pastelería en su propia vivienda de Casablanca, donde vive sola con Warda, su hija de 8 años. Su rutina, dictada por el trabajo y las labores domésticas, se ve un día interrumpida cuando alguien llama a su puerta. Se trata de Samia, una joven embarazada que busca empleo y techo. A la pequeña le atrae la recién llegada desde el primer momento, pero la madre se opone inicialmente a acoger a la extraña en su casa. Poco a poco, sin embargo, la determinación de Abla va cediendo y la llegada de Samia les abre a las tres la posibilidad de una nueva vida.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bddcec7e4b2d1810VgnVCM1000001d4a900aRCRD";"Cine verano Distrito de Ciudad Lineal 2022";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f851ba84669a1810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c6237b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque del Calero";"1";"CALLE";"JOSE DEL HIERRO";"3";"CIUDAD LINEAL";"CONCEPCION";"28027";"444836";"4476387";"40.43629956289038";"-3.6504096146979457";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11729131;"Adú";"";"1";"0";"";"";"2022-08-06 00:00:00.0";"2022-08-06 23:59:00.0";"22:00";"Título original: AdúAño: 2020Duración: 119 min..País: EspañaDirector: Salvador CalvoReparto: Luis Tosar, Anna Castillo, Álvaro Cervantes, Miquel Fernández, Zayiddiya Dissou, Moustapha Oumarou,Género: Drama | Inmigración. África. Historias cruzadas Edad recomendada: Película no recomendada para menores de 16 años. Sinopsis: En un intento desesperado por alcanzar Europa y agazapados ante una pista de aterrizaje en Camerún, un niño de seis años y su hermana mayor esperan para colarse en las bodegas de un avión. No demasiado lejos, un activista medioambiental contempla la terrible imagen de un elefante, muerto y sin colmillos. No solo tiene que luchar contra la caza furtiva, sino que también tendrá que reencontrarse con los problemas de su hija recién llegada de España. Miles de kilómetros al norte, en Melilla, un grupo de guardias civiles se prepara para enfrentarse a un gran número de subsaharianos que ha iniciado el asalto a la valla. Tres historias unidas por un tema central, en las que ninguno de sus protagonistas sabe que sus destinos están condenados a cruzarse y que sus vidas ya no volverán a ser las mismas.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e527eab2497d1810VgnVCM2000001f4a900aRCRD";"Cine verano Distrito de Ciudad Lineal 2022";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f851ba84669a1810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c6237b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque del Calero";"1";"CALLE";"JOSE DEL HIERRO";"3";"CIUDAD LINEAL";"CONCEPCION";"28027";"444836";"4476387";"40.43629956289038";"-3.6504096146979457";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11713777;"Alfredo, El coleccionista de mariposass - S.A. Marionetas (Portugal)";"";"0";"0";"";"";"2022-08-21 00:00:00.0";"2022-08-21 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=05b4495334c61810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=784d8c7c0f91f010VgnVCM1000000b205a0aRCRD";"Teatro Municipal de Títeres. Parque de El Retiro";"1";"AVENIDA";"MÉXICO";"4";"RETIRO";"LOS JERÓNIMOS";"28009";"441748";"4474466";"40.41878362561595";"-3.6866519471003647";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11732684;"Almatango";"";"1";"0";"";"";"2022-07-24 00:00:00.0";"2022-07-24 23:59:00.0";"20:30";"Mayores con arte. Plaza de Puerto Rubio.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f4b6050e5cf1810VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/Musica";"";
11732936;"Alquiler de bicicletas";"";"0";"1";"M,X,J,V,S,D";"";"2022-07-15 00:00:00.0";"2022-12-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=aced686b02df1810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391054868587204";"-3.6958072892892155";"";"";
11732682;"Ana María Puente";"";"1";"0";"";"";"2022-07-23 00:00:00.0";"2022-07-23 23:59:00.0";"20:30";"Los chulapos de Puente de Vallecas con Alberto Moreno. Plaza de Puerto Rubio.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=022b6050e5cf1810VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/Musica";"";
11725318;"Ana María Puente 'La Pelirroja'";"";"1";"0";"";"";"2022-07-22 00:00:00.0";"2022-07-22 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=68f4c0b0864b1810VgnVCM2000001f4a900aRCRD";"VI Festival de Estío. Poético y Musical";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2659327238321810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa de Vacas (Retiro)";"1";"PASEO";"COLOMBIA";"1";"RETIRO";"LOS JERONIMOS";"28009";"441967";"4474495";"40.41906024374356";"-3.6840615387926956";"/contenido/actividades/Musica";"";
11727221;"Anecdotario";"";"1";"0";"";"";"2022-07-31 00:00:00.0";"2022-07-31 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1977f87e2a8c1810VgnVCM1000001d4a900aRCRD";"Anecdotario";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0385f87e2a8c1810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa de Vacas (Retiro)";"1";"PASEO";"COLOMBIA";"1";"RETIRO";"LOS JERONIMOS";"28009";"441967";"4474495";"40.41906024374356";"-3.6840615387926956";"/contenido/actividades/TeatroPerformance";"";
11433109;"Animales fantásticoa: Los crímenes de Grindelwald";"";"1";"0";"";"";"2022-08-20 00:00:00.0";"2022-08-20 23:59:00.0";"22:00";"La secuela de 'Animales fantásticos y dónde encontrarlos', 'Animales Fantásticos: Los crímenes de Grindelwald', tiene lugar meses después del final de la primera película. Si la primera película acababa con Grindelwald siendo capturado por el Congreso Mágico de los Estados Unidos de América con la ayuda de Newt Scammander, ahora Grindelwald cumple su promesa de escapar y comienza a reclutar a una serie de magos. Edad recomendada: No recomendada a menores de 7 años";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f18c0a98758a710VgnVCM1000001d4a900aRCRD";"Cine de verano. Templete Parque de la Vaguada";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3a481a4bf94ec510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e537b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque de la Vaguada";"0";"PASEO";"VAGUADA";"13";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439712";"4481297";"40.48016602497203";"-3.7112978051427574";"/contenido/actividades/ActividadesCalleArteUrbano";"";
11723004;"Annabelle vuelve a casa";"";"1";"0";"";"";"2022-08-24 00:00:00.0";"2022-08-24 23:59:00.0";"22:00";"Sinopsis: Regresa la terrorífica muñeca Annabelle. En esta ocasión, los fenómenos paranormales que desencadena esta diabólica muñeca afectarán directamente al matrimonio de renombrados demonólogos formado por Lorraine (Vera Farmiga) y Ed Warren (Patrick Wilson). Decididos a evitar que Annabelle cause más estragos, Ed y Lorraine Warren deciden llevar a la muñeca poseída a la sala de objetos bajo llave que tienen en su casa. Aunque la muñeca quedará 'a salvo', en una vitrina sagrada bendecida por un sacerdote, una terrorífica noche Annabelle conseguirá despertar a los espíritus malignos. Su nuevo objetivo será la hija de diez años de los Warren, Judy (Mckenna Grace), y sus amigas.   Película no recomendada a menores de 12 años.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d28de1582f9a1810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cdbeb77bb6884610VgnVCM1000001d4a900aRCRD";"Plaza de Daoíz y Velarde";"1";"PLAZA";"DAOIZ Y VELARDE";"2";"RETIRO";"PACIFICO";"28007";"442527";"4472618";"40.402190438836826";"-3.6772826298329093";"/contenido/actividades/CineActividadesAudiovisuales";"";
11709213;"Antonio Marina y Juan Luis Toribio";"";"1";"1";"L,M,X,J,V,S,D";"";"2022-07-01 00:00:00.0";"2022-07-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a94ef0754cc41810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcc7cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Rafael Altamira, antes Palacete Quinta del Berro (Salamanca)";"1,5";"CALLE";"ENRIQUE D'ALMONTE";"1";"SALAMANCA";"FUENTE DEL BERRO";"28028";"443760";"4474815";"40.42206601994432";"-3.662968075865235";"/contenido/actividades/Exposiciones";"";
11706295;"Apuesta por tu futuro";"";"1";"1";"L,M,X,J,V,S,D";"";"2022-07-04 00:00:00.0";"2022-07-29 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=997abc4040d31810VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/CursosTalleres";"";
